"targetID","Indication"
"T27106","Psoriasis [ICD-11: EA90] Phase 2"
"T27106","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"T27137","Alzheimer disease [ICD-11: 8A20] Discontinued in Phase 3"
"T27137","Schizophrenia [ICD-11: 6A20] Discontinued in Phase 2"
"T27137","General pain disorder [ICD-11: 8E43] Discontinued in Phase 1"
"T27137","Cerebral ischaemia [ICD-11: 8B1Z] Preclinical"
"T27137","Pain [ICD-11: MG30-MG3Z] Preclinical"
"T27137","Dissociative neurological symptom disorder [ICD-11: 6B60] Terminated"
"T27198","Bacterial infection [ICD-11: 1A00-1C4Z] Phase 1"
"T27265","Acne vulgaris [ICD-11: ED80] Approved"
"T27265","Prostate cancer [ICD-11: 2C82] Approved"
"T27265","Prostate hyperplasia [ICD-11: GA90] Approved"
"T27265","Hirsutism [ICD-11: ED72] Phase 3"
"T27265","Prostate disease [ICD-11: GA91] Phase 2"
"T27265","Alopecia [ICD-11: ED70] Discontinued in Phase 2"
"T27288","Obesity [ICD-11: 5B80-5B81] Discontinued in Phase 2"
"T27376","Depression [ICD-11: 6A70-6A7Z] approved"
"T27376","Insomnia [ICD-11: 7A00-7A0Z] Approved"
"T27376","Mental/behavioural/neurodevelopmental disorder [ICD-11: 6E20-6E8Z] approved"
"T27376","Status epilepticus [ICD-11: 8A66] approved"
"T27376","Tremor-related disorder [ICD-11: 8A04] approved"
"T27376","Epilepsy/seizure [ICD-11: 8A61-8A6Z] Phase 3"
"T27376","General pain disorder [ICD-11: 8E43] Discontinued in Phase 2"
"T27376","Anxiety disorder [ICD-11: 6B00-6B0Z] Terminated"
"T27376","Corneal disease [ICD-11: 9A76-9A78] Terminated"
"T27445","Bacterial infection [ICD-11: 1A00-1C4Z] Approved"
"T27495","Smallpox [ICD-11: 1E70] Approved"
"T27495","Virus infection [ICD-11: 1A24-1D9Z] Approved"
"T27602","Malignant haematopoietic neoplasm [ICD-11: 2B33] Approved"
"T27602","Mature B-cell lymphoma [ICD-11: 2A85] Approved"
"T27602","Multiple myeloma [ICD-11: 2A83] Approved"
"T27602","Preterm labour/delivery [ICD-11: JB00] Phase 3"
"T27602","Coagulation defect [ICD-11: 3B10] Phase 2"
"T27602","Sepsis [ICD-11: 1G40-1G41] Phase 2"
"T27602","Atopic eczema [ICD-11: EA80] Discontinued in Phase 2"
"T27602","Asthma [ICD-11: CA23] Discontinued in Phase 1"
"T27602","Hypotension [ICD-11: BA20-BA21] Terminated"
"T27602","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"T27611","Macular degeneration [ICD-11: 9B75] Phase 1"
"T27736","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T27770","Genetic cardiac arrhythmia [ICD-11: BC65] Phase 3"
"T27770","Ischemic heart disease [ICD-11: BA40-BA6Z] Phase 3"
"T27812","Anxiety disorder [ICD-11: 6B00-6B0Z] Approved"
"T27812","Attention deficit hyperactivity disorder [ICD-11: 6A05] Approved"
"T27812","Binge eating disorder [ICD-11: 6B82] Approved"
"T27812","Chronic pain [ICD-11: MG30] Approved"
"T27812","concerning food/fluid intake symptom [ICD-11: MG43] Approved"
"T27812","Corneal disease [ICD-11: 9A76-9A78] Approved"
"T27812","Cough [ICD-11: MD12] Approved"
"T27812","Depression [ICD-11: 6A70-6A7Z] Approved"
"T27812","Menopausal disorder [ICD-11: GA30] Approved"
"T27812","Migraine [ICD-11: 8A80] Approved"
"T27812","Mood disorder [ICD-11: 6A60-6E23] Approved"
"T27812","Nicotine use disorder [ICD-11: 6C4A] Approved"
"T27812","Obesity [ICD-11: 5B80-5B81] Approved"
"T27812","Pain [ICD-11: MG30-MG3Z] Approved"
"T27812","Alzheimer disease [ICD-11: 8A20] Phase 3"
"T27812","General pain disorder [ICD-11: 8E43] Phase 3"
"T27812","Insomnia [ICD-11: 7A00-7A0Z] Phase 3"
"T27812","Neurobehavioral disorder [ICD-11: 8A00-8A0Z] Phase 3"
"T27812","Schizophrenia [ICD-11: 6A20] Phase 3"
"T27812","Substance abuse [ICD-11: 6C40] Phase 3"
"T27812","Cocaine use disorder [ICD-11: 6C45] Phase 2"
"T27812","Ejaculatory dysfunction [ICD-11: HA03] Phase 2"
"T27812","Orthostatic hypotension [ICD-11: BA21] Phase 2"
"T27812","Parkinsonism [ICD-11: 8A00] Phase 2"
"T27812","Nausea/vomiting [ICD-11: MD90] Phase 1"
"T27812","Soft tissue disorder [ICD-11: FB56] Phase 1"
"T27812","Dissociative neurological symptom disorder [ICD-11: 6B60] Discontinued in Phase 1"
"T27812","Postoperative inflammation [ICD-11: 1A00-CA43] Terminated"
"T27812","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"T27826","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T27861","Lupus erythematosus [ICD-11: 4A40] Phase 2"
"T27861","Multiple myeloma [ICD-11: 2A83] Phase 2"
"T27861","Sarcoidosis [ICD-11: 4B20] Phase 2"
"T27861","Brain cancer [ICD-11: 2A00] Phase 1"
"T27861","Diffuse large B-cell lymphoma [ICD-11: 2A81] Phase 1"
"T27861","Liver cancer [ICD-11: 2C12] Phase 1"
"T27861","Lymphoma [ICD-11: 2A80-2A86] Phase 1"
"T27861","Mature B-cell leukaemia [ICD-11: 2A82] Phase 1"
"T27861","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T27889","Intrathoracic organs injury [ICD-11: NB32] Phase 2"
"T27889","Pulmonary hypertension [ICD-11: BB01] Phase 2"
"T27889","Acute diabete complication [ICD-11: 5A2Y] Phase 1/2"
"T27889","Type 2 diabetes mellitus [ICD-11: 5A11] Phase 1/2"
"T27918","Breast cancer [ICD-11: 2C60-2C6Y] Phase 2"
"T27918","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"T27944","Obesity [ICD-11: 5B80-5B81] Discontinued in Phase 2"
"T27944","Schizophrenia [ICD-11: 6A20] Discontinued in Phase 2"
"T27944","Acute diabete complication [ICD-11: 5A2Y] Investigative"
"T27999","Anthrax [ICD-11: 1B97] Approved"
"T27999","Bacterial infection [ICD-11: 1A00-1C4Z] Phase 1"
"T27999","Sepsis [ICD-11: 1G40-1G41] Phase 1"
"T28043","Mature B-cell leukaemia [ICD-11: 2A82] Preclinical"
"T28076","Chronic pain [ICD-11: MG30] Approved"
"T28076","Cystitis [ICD-11: GC00] Approved"
"T28076","Angina pectoris [ICD-11: BA40] Phase 3"
"T28076","Heart disease [ICD-11: BA41-BA42] Phase 3"
"T28093","Parkinsonism [ICD-11: 8A00] Phase 1"
"T28213","Abortion [ICD-11: JA00] Phase 2"
"T28213","Acute diabete complication [ICD-11: 5A2Y] Phase 1"
"T28217","Mature T-cell lymphoma [ICD-11: 2A90] Phase 2"
"T28226","Parkinsonism [ICD-11: 8A00] Phase 1/2"
"T28265","Emphysema [ICD-11: CA21] Approved"
"T28265","Alpha-1-antitrypsin deficiency [ICD-11: 5C5A] Phase 2"
"T28265","Chronic obstructive pulmonary disease [ICD-11: CA22] Phase 2"
"T28265","Cystic fibrosis [ICD-11: CA25] Phase 2"
"T28265","Depression [ICD-11: 6A70-6A7Z] Phase 2"
"T28330","Influenza [ICD-11: 1E30-1E32] Phase 2"
"T28330","Pancreatic malfunction [ICD-11: DC30-DC3Z] Phase 2"
"T28330","Digestive system disease [ICD-11: DE2Z] Discontinued in Phase 2"
"T28330","Obesity [ICD-11: 5B80-5B81] Discontinued in Phase 2"
"T28330","Pancreatic cancer [ICD-11: 2C10] Discontinued in Phase 2"
"T28330","Binge eating disorder [ICD-11: 6B82] Preclinical"
"T28330","Bladder disorder [ICD-11: GC01] Terminated"
"T28330","Dyspepsia [ICD-11: MD92] Terminated"
"T28385","Rheumatoid arthritis [ICD-11: FA20] Phase 1"
"T28413","Acute myeloid leukaemia [ICD-11: 2A60] Phase 2"
"T28413","Brain cancer [ICD-11: 2A00] Phase 2"
"T28413","Myelodysplastic syndrome [ICD-11: 2A37] Phase 2"
"T28413","Malignant haematopoietic neoplasm [ICD-11: 2B33] Phase 1/2"
"T28481","Lupus erythematosus [ICD-11: 4A40] Phase 2"
"T28484","Acute myeloid leukaemia [ICD-11: 2A60] Phase 2"
"T28484","Head and neck cancer [ICD-11: 2D42] Phase 2"
"T28484","Multiple myeloma [ICD-11: 2A83] Phase 2"
"T28484","Ovarian cancer [ICD-11: 2C73] Phase 2"
"T28484","Renal cell carcinoma [ICD-11: 2C90] Phase 2"
"T28484","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"T28484","Lymphoma [ICD-11: 2A80-2A86] Phase 1"
"T28484","Malignant haematopoietic neoplasm [ICD-11: 2B33] Phase 1"
"T28532","Psoriasis [ICD-11: EA90] Discontinued in Phase 3"
"T28658","Malaria [ICD-11: 1F40-1F45] Approved"
"T28661","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Approved"
"T28692","Hyper-lipoproteinaemia [ICD-11: 5C80] Approved"
"T28692","Pregnancy/childbirth/puerperium maternal infection [ICD-11: JB63] Phase 3"
"T28713","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"T28717","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T28722","Anxiety disorder [ICD-11: 6B00-6B0Z] Approved"
"T28722","Corneal disease [ICD-11: 9A76-9A78] Approved"
"T28722","Depression [ICD-11: 6A70-6A7Z] approved"
"T28722","Epilepsy/seizure [ICD-11: 8A61-8A6Z] Approved"
"T28722","Insomnia [ICD-11: 7A00-7A0Z] Approved"
"T28722","Intentional self-harm [ICD-11: PC91] Approved"
"T28722","Labour/delivery anaesthesia complication [ICD-11: JB0C] Approved"
"T28722","Mental/behavioural/neurodevelopmental disorder [ICD-11: 6E20-6E8Z] approved"
"T28722","Mood/affect symptom [ICD-11: MB24] Approved"
"T28722","Status epilepticus [ICD-11: 8A66] approved"
"T28722","Tremor-related disorder [ICD-11: 8A04] approved"
"T28722","Fragile X chromosome [ICD-11: LD55] Phase 3"
"T28722","Ischaemic/haemorrhagic stroke [ICD-11: 8B20] Phase 3"
"T28722","Parkinsonism [ICD-11: 8A00] Phase 3"
"T28722","Substance abuse [ICD-11: 6C40] Phase 3"
"T28722","Neurodegenerative disorder [ICD-11: 8A20-8A23] Phase 2"
"T28722","Pain [ICD-11: MG30-MG3Z] Discontinued in Phase 1"
"T28722","Alzheimer disease [ICD-11: 8A20] Terminated"
"T28722","Female pelvic pain [ICD-11: GA34] Investigative"
"T28722","General pain disorder [ICD-11: 8E43] Investigative"
"T28722","Panic disorder [ICD-11: 6B01] Investigative"
"T28722","Postoperative inflammation [ICD-11: 1A00-CA43] Investigative"
"T28746","Arterial occlusive disease [ICD-11: BD40] Phase 2"
"T28746","Psoriasis [ICD-11: EA90] Phase 2"
"T28848","Herpes simplex infection [ICD-11: 1F00] Approved"
"T28869","Urinary tract infection [ICD-11: GC08] Approved"
"T28887","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T28893","Abdominal pelvic pain [ICD-11: MD81] Approved"
"T28893","Chronic obstructive pulmonary disease [ICD-11: CA22] Approved"
"T28893","Corneal disease [ICD-11: 9A76-9A78] Approved"
"T28893","Dystonic disorder [ICD-11: 8A02] Approved"
"T28893","Functional bladder disorder [ICD-11: GC50] Approved"
"T28893","Gastric ulcer [ICD-11: DA60] Approved"
"T28893","Glaucoma [ICD-11: 9C61] Approved"
"T28893","Hyperhidrosis [ICD-11: EE00] Approved"
"T28893","Irritable bowel syndrome [ICD-11: DD91] Approved"
"T28893","Obesity [ICD-11: 5B80-5B81] Approved"
"T28893","Parkinsonism [ICD-11: 8A00] Approved"
"T28893","Peptic ulcer [ICD-11: DA61] Approved"
"T28893","Sebaceous gland disorder [ICD-11: ED91] Approved"
"T28893","Abnormal micturition [ICD-11: MF50] Phase 2"
"T28893","Mild neurocognitive disorder [ICD-11: 6D71] Phase 2"
"T28893","Schizoaffective disorder [ICD-11: 6A21] Phase 2"
"T28893","Schizophrenia [ICD-11: 6A20] Phase 2"
"T28893","Alzheimer disease [ICD-11: 8A20] Phase 1"
"T28893","Dementia [ICD-11: 6D80-6D8Z] Phase 1"
"T28893","Dyslipidemia [ICD-11: 5C80-5C81] Phase 1"
"T28893","Epileptic encephalopathy [ICD-11: 8A62] Phase 1"
"T28893","General pain disorder [ICD-11: 8E43] Phase 1"
"T28893","Intellectual development disorder [ICD-11: LD90] Phase 1"
"T28893","Neuropathy [ICD-11: 8C0Z] Phase 1"
"T28893","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T28893","Indeterminate colitis [ICD-11: DD72] Discontinued in Phase 2"
"T28893","Dissociative neurological symptom disorder [ICD-11: 6B60] Investigative"
"T28925","Acute myeloid leukaemia [ICD-11: 2A60] Approved"
"T28925","Transplant rejection [ICD-11: NE84] Approved"
"T28925","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"T28925","Hepatitis virus infection [ICD-11: 1E50-1E51] Discontinued in Phase 1"
"T28925","Indeterminate colitis [ICD-11: DD72] Discontinued in Phase 1"
"T28993","Lysosomal disease [ICD-11: 5C56] Approved"
"T28993","Male infertility [ICD-11: GB04] Approved"
"T29024","Motor neuron disease [ICD-11: 8B60] Phase 1"
"T29036","Fibrosis [ICD-11: GA14-GC01] Phase 2"
"T29036","Keloid/hypertrophic scar [ICD-11: EE60] Phase 2"
"T29064","Systemic sclerosis [ICD-11: 4A42] Approved"
"T29075","Human immunodeficiency virus disease [ICD-11: 1C60-1C62] Phase 1"
"T29130","Psoriasis [ICD-11: EA90] Approved"
"T29130","Brain cancer [ICD-11: 2A00] Phase 3"
"T29130","Colorectal cancer [ICD-11: 2B91] Phase 3"
"T29130","Liver cancer [ICD-11: 2C12] Phase 3"
"T29130","Malignant digestive organ neoplasm [ICD-11: 2C11] Phase 3"
"T29130","Malignant haematopoietic neoplasm [ICD-11: 2B33] Phase 3"
"T29130","Pancreatic cancer [ICD-11: 2C10] Phase 3"
"T29130","Respiratory infection [ICD-11: CA07-CA4Z] Phase 3"
"T29130","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 3"
"T29130","Immune system disease [ICD-11: 4A01-4B41] Phase 2"
"T29130","Postoperative inflammation [ICD-11: 1A00-CA43] Phase 2"
"T29130","Mature B-cell leukaemia [ICD-11: 2A82] Phase 1/2"
"T29130","Multiple myeloma [ICD-11: 2A83] Phase 1/2"
"T29130","Mycosis fungoides [ICD-11: 2B01] Phase 1"
"T29130","Ulcerative colitis [ICD-11: DD71] Phase 1"
"T29143","Asthma [ICD-11: CA23] Phase 3"
"T29143","Atopic eczema [ICD-11: EA80] Phase 3"
"T29143","Chronic obstructive pulmonary disease [ICD-11: CA22] Phase 3"
"T29143","Idiopathic interstitial pneumonitis [ICD-11: CB03] Phase 3"
"T29143","Ulcerative colitis [ICD-11: DD71] Phase 3"
"T29143","Allergic/hypersensitivity disorder [ICD-11: 4A80-4A8Z] Phase 2"
"T29143","Systemic sclerosis [ICD-11: 4A42] Phase 2"
"T29143","Vasomotor/allergic rhinitis [ICD-11: CA08] Phase 2"
"T29144","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"T29303","Angina pectoris [ICD-11: BA40] Approved"
"T29303","Bacterial infection [ICD-11: 1A00-1C4Z] Approved"
"T29303","Corneal disease [ICD-11: 9A76-9A78] Approved"
"T29303","Diabetes mellitus [ICD-11: 5A10] Approved"
"T29303","Epilepsy/seizure [ICD-11: 8A61-8A6Z] Approved"
"T29303","Epileptic encephalopathy [ICD-11: 8A62] Approved"
"T29303","Genetic cardiac arrhythmia [ICD-11: BC65] Approved"
"T29303","Migraine [ICD-11: 8A80] Approved"
"T29303","Pain [ICD-11: MG30-MG3Z] Approved"
"T29303","Postpartum haemorrhage [ICD-11: JA43] Approved"
"T29303","Scabies [ICD-11: 1G04] Approved"
"T29303","Sensation disturbance [ICD-11: MB40] Approved"
"T29303","Stomach cancer [ICD-11: 2B72] Approved"
"T29303","Dystonic disorder [ICD-11: 8A02] Phase 3"
"T29303","General pain disorder [ICD-11: 8E43] Phase 3"
"T29303","Cough [ICD-11: MD12] Phase 2"
"T29303","Functional bladder disorder [ICD-11: GC50] Phase 2"
"T29303","Metabolism inborn error [ICD-11: 5C50] Phase 2"
"T29303","Parkinsonism [ICD-11: 8A00] Phase 2"
"T29303","Schizophrenia [ICD-11: 6A20] Phase 2"
"T29303","Supraventricular tachyarrhythmia [ICD-11: BC81] Phase 2"
"T29303","Unspecific body region injury [ICD-11: ND56] Phase 2"
"T29303","Cystic fibrosis [ICD-11: CA25] Phase 1/2"
"T29303","Neuropathy [ICD-11: 8C0Z] Phase 1"
"T29303","Dissociative neurological symptom disorder [ICD-11: 6B60] Discontinued in Preregistration"
"T29303","Bipolar disorder [ICD-11: 6A60] Discontinued in Phase 3"
"T29303","Acute diabete complication [ICD-11: 5A2Y] Discontinued in Phase 2"
"T29303","Cardiac arrhythmia [ICD-11: BC9Z] Discontinued in Phase 2"
"T29303","Tonus and reflex abnormality [ICD-11: MB47] Discontinued in Phase 2"
"T29303","Cardiovascular disease [ICD-11: BA00-BE2Z] Terminated"
"T29303","Cerebral ischaemia [ICD-11: 8B1Z] Terminated"
"T29303","Cerebral ischaemic stroke [ICD-11: 8B11] Terminated"
"T29303","Heart failure [ICD-11: BD10-BD1Z] Terminated"
"T29303","Ischemia [ICD-11: 8B10-8B11] Terminated"
"T29339","Hepatitis virus infection [ICD-11: 1E50-1E51] Phase 2"
"T29339","Melanoma [ICD-11: 2C30] Phase 1"
"T29339","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T29339","Squamous cell carcinoma [ICD-11: 2B60-2D01] Phase 1"
"T29345","Oesophagogastric junction cancer [ICD-11: 2B71] Phase 1"
"T29345","Stomach cancer [ICD-11: 2B72] Phase 1"
"T29500","Attention deficit hyperactivity disorder [ICD-11: 6A05] Approved"
"T29500","Hypertension [ICD-11: BA00-BA04] Approved"
"T29500","Mental/behavioural/neurodevelopmental disorder [ICD-11: 6E20-6E8Z] Approved"
"T29500","Obesity [ICD-11: 5B80-5B81] Approved"
"T29500","Pain [ICD-11: MG30-MG3Z] Approved"
"T29500","Abnormal micturition [ICD-11: MF50] Discontinued in Phase 2"
"T29500","Genetic cardiac arrhythmia [ICD-11: BC65] Terminated"
"T29525","Human immunodeficiency virus disease [ICD-11: 1C60-1C62] Phase 2"
"T29649","Asthma [ICD-11: CA23] Phase 2"
"T29649","Bacterial infection [ICD-11: 1A00-1C4Z] Phase 1"
"T29649","Cardiovascular disease [ICD-11: BA00-BE2Z] Discontinued in Phase 2"
"T29649","Postoperative inflammation [ICD-11: 1A00-CA43] Discontinued in Phase 1"
"T29649","Allergic/hypersensitivity disorder [ICD-11: 4A80-4A8Z] Terminated"
"T29683","Cerebral ischaemic stroke [ICD-11: 8B11] Phase 2"
"T29683","Epilepsy/seizure [ICD-11: 8A61-8A6Z] Phase 2"
"T29683","Irritable bowel syndrome [ICD-11: DD91] Phase 2"
"T29683","Multiple sclerosis [ICD-11: 8A40] Phase 2"
"T29683","Schizoaffective disorder [ICD-11: 6A21] Phase 2"
"T29683","Schizophrenia [ICD-11: 6A20] Phase 2"
"T29683","Substance abuse [ICD-11: 6C40] Phase 1"
"T29683","Depression [ICD-11: 6A70-6A7Z] Discontinued in Phase 2b"
"T29683","Chronic obstructive pulmonary disease [ICD-11: CA22] Discontinued in Phase 2"
"T29683","Psychotic disorder [ICD-11: 6A20-6A25] Discontinued in Phase 1"
"T29683","Asthma [ICD-11: CA23] Investigative"
"T29736","Epidermolysis bullosa [ICD-11: EC3Z] Phase 1"
"T29741","Fibrosis [ICD-11: GA14-GC01] Phase 2"
"T29754","Rheumatoid arthritis [ICD-11: FA20] Discontinued in Phase 2"
"T29774","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T29815","Colorectal cancer [ICD-11: 2B91] Phase 2"
"T29815","Pancreatic cancer [ICD-11: 2C10] Phase 2"
"T29879","Retinopathy [ICD-11: 9B71] Phase 1"
"T29879","Vasomotor/allergic rhinitis [ICD-11: CA08] Discontinued in Phase 2"
"T29879","Allergic/hypersensitivity disorder [ICD-11: 4A80-4A8Z] Discontinued in Phase 1"
"T29879","Asthma [ICD-11: CA23] Discontinued in Phase 1"
"T29879","Multiple sclerosis [ICD-11: 8A40] Discontinued in Phase 1"
"T29960","Acute myeloid leukaemia [ICD-11: 2A60] Phase 2"
"T29960","Leukaemia [ICD-11: 2A60-2B33] Phase 2"
"T29960","Malignant haematopoietic neoplasm [ICD-11: 2B33] Phase 2"
"T29960","Lung cancer [ICD-11: 2C25] Phase 1"
"T29999","Cognition symptoms/signs/clinical sympton [ICD-11: MB21] Approved"
"T29999","Hypo-osmolality/hyponatraemia [ICD-11: 5C72] Approved"
"T29999","Prostate cancer [ICD-11: 2C82] Approved"
"T29999","Vitamin deficiency [ICD-11: 5B55-5B5F] Approved"
"T29999","Cardiovascular disease [ICD-11: BA00-BE2Z] Discontinued in Phase 2"
"T30014","Vaccination [ICD-11: N.A.] Approved"
"T30028","Parkinsonism [ICD-11: 8A00] Approved"
"T30040","Colorectal cancer [ICD-11: 2B91] Approved"
"T30081","Acute myeloid leukaemia [ICD-11: 2A60] Approved"
"T30081","Human immunodeficiency virus disease [ICD-11: 1C60-1C62] Approved"
"T30081","Graft-versus-host disease [ICD-11: 4B24] Preregistration"
"T30081","Pancreatic cancer [ICD-11: 2C10] Phase 3"
"T30081","Zoster [ICD-11: 1E91] Phase 3"
"T30081","Postoperative inflammation [ICD-11: 1A00-CA43] Phase 2/3"
"T30081","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"T30081","Arterial occlusive disease [ICD-11: BD40] Phase 1"
"T30081","Cardiovascular disease [ICD-11: BA00-BE2Z] Phase 1"
"T30081","Prostate cancer [ICD-11: 2C82] Phase 1"
"T30081","Brain cancer [ICD-11: 2A00] Discontinued in Phase 3"
"T30082","Alzheimer disease [ICD-11: 8A20] Approved"
"T30082","Glaucoma [ICD-11: 9C61] Approved"
"T30082","Myasthenia gravis [ICD-11: 8C6Y] Approved"
"T30082","Oesophageal/gastroduodenal disorder [ICD-11: DD90] Approved"
"T30082","Pediculosis [ICD-11: 1G00] Approved"
"T30082","Unspecific substance harmful effect [ICD-11: NE6Z] Approved"
"T30082","Mild neurocognitive disorder [ICD-11: 6D71] Phase 3"
"T30082","Parasitic worm infestation [ICD-11: 1F90] Phase 3"
"T30082","Dementia [ICD-11: 6D80-6D8Z] Phase 2"
"T30082","Pain [ICD-11: MG30-MG3Z] Phase 1"
"T30082","Parkinsonism [ICD-11: 8A00] Phase 1"
"T30082","Substance abuse [ICD-11: 6C40] Phase 1"
"T30082","Lips/oral mucosa miscellaneous disorder [ICD-11: DA02] Discontinued in Phase 2"
"T30082","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Discontinued in Phase 2"
"T30082","Urinary system disease [ICD-11: GC2Z] Discontinued in Phase 2"
"T30082","Neurodegenerative disorder [ICD-11: 8A20-8A23] Investigative"
"T30085","Chronic kidney disease [ICD-11: GB61] Approved"
"T30085","Diabetes mellitus [ICD-11: 5A10] Approved"
"T30085","Type 2 diabetes mellitus [ICD-11: 5A11] Approved"
"T30085","Cardiovascular disease [ICD-11: BA00-BE2Z] Phase 3"
"T30085","Liver disease [ICD-11: DB90-DB9Z] Phase 3"
"T30085","Acute diabete complication [ICD-11: 5A2Y] Phase 2"
"T30085","Heart failure [ICD-11: BD10-BD1Z] Phase 2"
"T30085","Type-1/2 diabete [ICD-11: 5A10-5A11] Phase 2"
"T30208","Cerebral ischaemia [ICD-11: 8B1Z] Phase 1"
"T30284","Innate/adaptive immunodeficiency [ICD-11: 4A00] Approved"
"T30356","Anemia [ICD-11: 3A00-3A9Z] Phase 2/3"
"T30372","Parasitic worm infestation [ICD-11: 1F90] Approved"
"T30372","Malaria [ICD-11: 1F40-1F45] Investigative"
"T30374","Anxiety disorder [ICD-11: 6B00-6B0Z] Approved"
"T30374","Epilepsy/seizure [ICD-11: 8A61-8A6Z] Approved"
"T30383","Obesity [ICD-11: 5B80-5B81] Phase 2"
"T30418","Leukaemia [ICD-11: 2A60-2B33] Approved"
"T30418","Alzheimer disease [ICD-11: 8A20] Phase 3"
"T30418","Biliary tract cancer [ICD-11: 2C17] Phase 3"
"T30418","Ovarian cancer [ICD-11: 2C73] Phase 3"
"T30418","Pancreatic cancer [ICD-11: 2C10] Phase 3"
"T30418","Bladder cancer [ICD-11: 2C94] Phase 1"
"T30418","Lymphoma [ICD-11: 2A80-2A86] Phase 1"
"T30418","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T30420","Liver cancer [ICD-11: 2C12] Preclinical"
"T30420","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Preclinical"
"T30520","Clostridium difficile enterocolitis [ICD-11: 1A04] Approved"
"T30520","HIV-infected patients with tuberculosis [ICD-11: 1B10-1B14] Approved"
"T30520","Bacterial infection [ICD-11: 1A00-1C4Z] Phase 3"
"T30563","Human immunodeficiency virus disease [ICD-11: 1C60-1C62] Phase 2"
"T30563","Indeterminate colitis [ICD-11: DD72] Phase 1"
"T30563","Renal cell carcinoma [ICD-11: 2C90] Phase 1"
"T30563","Asthma [ICD-11: CA23] Terminated"
"T30578","Tuberculosis [ICD-11: 1B10-1B12] Approved"
"T30635","Crohn disease [ICD-11: DD70] Phase 2"
"T30635","Diabetes mellitus [ICD-11: 5A10] Phase 2"
"T30635","Immune system disease [ICD-11: 4A01-4B41] Phase 2"
"T30635","Indeterminate colitis [ICD-11: DD72] Phase 2"
"T30635","Ulcerative colitis [ICD-11: DD71] Phase 2"
"T30635","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T30653","Bacterial infection [ICD-11: 1A00-1C4Z] Approved"
"T30653","Obesity [ICD-11: 5B80-5B81] Approved"
"T30687","Acute diabete complication [ICD-11: 5A2Y] Phase 2"
"T30687","Indeterminate colitis [ICD-11: DD72] Phase 2"
"T30687","Multiple sclerosis [ICD-11: 8A40] Phase 2"
"T30687","Muscular dystrophy [ICD-11: 8C70] Phase 2"
"T30687","Prostate cancer [ICD-11: 2C82] Phase 2"
"T30687","Rheumatoid arthritis [ICD-11: FA20] Phase 2"
"T30687","Type 2 diabetes mellitus [ICD-11: 5A11] Phase 2"
"T30687","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T30731","Innate/adaptive immunodeficiency [ICD-11: 4A00] Phase 2/3"
"T30784","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"T30790","Malignant haematopoietic neoplasm [ICD-11: 2B33] Phase 1"
"T30802","Pain [ICD-11: MG30-MG3Z] Discontinued in Phase 2"
"T30803","Bacterial infection [ICD-11: 1A00-1C4Z] Approved"
"T30803","Breast cancer [ICD-11: 2C60-2C6Y] Approved"
"T30803","Asthma [ICD-11: CA23] Investigative"
"T30803","Circulatory system disease [ICD-11: BE2Z] Investigative"
"T30803","Indeterminate colitis [ICD-11: DD72] Investigative"
"T30817","Hepatitis virus infection [ICD-11: 1E50-1E51] Preclinical"
"T30823","Asthma [ICD-11: CA23] Terminated"
"T30823","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Terminated"
"T30827","Acute myeloid leukaemia [ICD-11: 2A60] Phase 3"
"T30834","Type 2 diabetes mellitus [ICD-11: 5A11] Phase 1"
"T30834","Obesity [ICD-11: 5B80-5B81] Discontinued in Phase 2"
"T30834","Hypertension [ICD-11: BA00-BA04] Discontinued in Phase 1"
"T30846","Acute myeloid leukaemia [ICD-11: 2A60] Phase 1"
